timestamp_utc,elapsed_s,camera,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,distance_m,angle_deg
2026-04-03T13:43:40.099Z,2.532,pi:0,duck,0.2737,100.65,552.90,827.64,1036.87,0.917,-15.465
2026-04-03T13:43:40.244Z,2.677,pi:0,duck,0.7070,64.71,532.21,802.23,1045.32,0.865,-16.391
2026-04-03T13:43:40.351Z,2.784,pi:0,duck,0.5398,41.56,508.70,795.58,1045.77,0.827,-16.838
2026-04-03T13:43:40.407Z,2.840,pi:0,duck,0.2813,72.66,581.27,798.90,1045.59,0.956,-16.322
2026-04-03T13:43:40.561Z,2.994,pi:0,duck,0.4270,1691.19,156.66,1916.10,393.91,1.872,25.962
2026-04-03T13:43:40.754Z,3.187,pi:0,duck,0.4635,683.24,24.70,806.42,164.78,3.170,-6.654
2026-04-03T13:43:40.843Z,3.276,pi:0,duck,0.3942,687.83,27.93,814.99,168.02,3.170,-6.442
2026-04-03T13:43:40.896Z,3.329,pi:0,duck,0.8175,3.04,362.46,235.93,707.99,1.285,-25.321
2026-04-03T13:43:40.958Z,3.391,pi:0,duck,0.8576,1.04,333.76,290.88,674.42,1.303,-24.610
2026-04-03T13:43:41.000Z,3.433,pi:0,duck,0.8363,9.92,264.78,402.42,619.20,1.253,-22.963
2026-04-03T13:43:41.082Z,3.516,pi:0,duck,0.8819,88.18,251.99,464.90,603.08,1.265,-20.987
2026-04-03T13:43:41.172Z,3.605,pi:0,duck,0.8248,279.81,199.57,617.27,547.91,1.275,-15.937
2026-04-03T13:43:41.223Z,3.656,pi:0,duck,0.8248,405.42,167.98,736.74,528.76,1.231,-12.173
2026-04-03T13:43:41.311Z,3.744,pi:0,duck,0.8971,430.07,168.51,768.02,537.50,1.203,-11.297
2026-04-03T13:43:41.375Z,3.808,pi:0,duck,0.8722,490.47,171.59,816.31,530.41,1.237,-9.580
2026-04-03T13:43:41.436Z,3.869,pi:0,duck,0.8795,520.67,176.77,833.09,528.76,1.261,-8.833
2026-04-03T13:43:41.530Z,3.963,pi:0,duck,0.8759,519.74,177.94,835.71,531.26,1.257,-8.806
2026-04-03T13:43:41.576Z,4.010,pi:0,duck,0.8722,522.76,180.77,836.71,535.98,1.250,-8.742
2026-04-03T13:43:41.626Z,4.059,pi:0,duck,0.8722,522.76,186.16,837.25,540.04,1.255,-8.733
2026-04-03T13:43:41.669Z,4.102,pi:0,duck,0.8857,514.79,189.34,859.01,545.03,1.248,-8.513
2026-04-03T13:43:41.728Z,4.161,pi:0,duck,0.8819,515.99,195.12,861.50,542.54,1.278,-8.454
2026-04-03T13:43:41.784Z,4.217,pi:0,duck,0.8781,516.96,199.65,856.55,542.53,1.295,-8.518
2026-04-03T13:43:41.874Z,4.307,pi:0,duck,0.8857,516.96,199.21,856.55,542.53,1.293,-8.518
2026-04-03T13:43:41.920Z,4.354,pi:0,duck,0.8895,517.19,201.44,861.51,542.53,1.302,-8.435
2026-04-03T13:43:41.991Z,4.424,pi:0,duck,0.8895,517.39,202.16,864.02,545.02,1.295,-8.392
