timestamp_utc,elapsed_s,camera,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,distance_m,angle_deg
2026-04-03T12:52:33.692Z,1.520,pi:0,bottle,0.7768,259.00,119.00,766.00,806.00,0.646,-13.988
2026-04-03T12:52:33.718Z,1.545,pi:0,bottle,0.7082,266.00,114.00,764.00,819.00,0.630,-13.911
2026-04-03T12:52:33.765Z,1.593,pi:0,bottle,0.8034,277.00,109.00,779.00,858.00,0.593,-13.510
2026-04-03T12:52:33.804Z,1.632,pi:0,bottle,0.5331,275.00,102.00,786.00,888.00,0.565,-13.433
2026-04-03T12:52:33.867Z,1.695,pi:0,bottle,0.6778,289.00,89.00,816.00,798.00,0.626,-12.751
2026-04-03T12:52:33.926Z,1.754,pi:0,bottle,0.8377,324.00,51.00,827.00,893.00,0.527,-12.035
2026-04-03T12:52:33.968Z,1.795,pi:0,bottle,0.8682,387.00,20.00,814.00,883.00,0.515,-11.251
2026-04-03T12:52:34.000Z,1.828,pi:0,bottle,0.7121,421.00,21.00,824.00,857.00,0.531,-10.559
2026-04-03T12:52:34.058Z,1.886,pi:0,bottle,0.2551,450.00,27.00,834.00,719.00,0.642,-9.942
2026-04-03T12:52:34.102Z,1.930,pi:0,bottle,0.2580,473.00,23.00,833.00,607.00,0.760,-9.593
2026-04-03T12:52:34.163Z,1.991,pi:0,bottle,0.5268,499.00,51.00,845.00,584.00,0.833,-8.988
2026-04-03T12:52:34.240Z,2.068,pi:0,bottle,0.6104,521.00,62.00,867.00,599.00,0.827,-8.286
2026-04-03T12:52:34.370Z,2.198,pi:0,bottle,0.2580,660.00,163.00,995.00,603.00,1.009,-3.978
2026-04-03T12:52:34.417Z,2.245,pi:0,bottle,0.6940,692.00,159.00,969.00,597.00,1.014,-3.880
2026-04-03T12:52:34.465Z,2.293,pi:0,bottle,0.4178,711.00,164.00,999.00,582.00,1.062,-3.083
2026-04-03T12:52:34.508Z,2.336,pi:0,bottle,0.5486,762.00,162.00,1000.00,589.00,1.040,-2.236
2026-04-03T12:52:34.508Z,2.336,pi:0,bottle,0.3306,762.00,167.00,925.00,579.00,1.078,-3.457
