timestamp_utc,elapsed_s,camera,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,distance_m,angle_deg
2026-04-03T14:48:55.237Z,48.019,camera:0,sports ball,0.4174,950.74,4.13,1008.56,73.72,5.916,0.985
2026-04-03T14:48:55.333Z,48.116,camera:0,sports ball,0.2555,958.80,21.63,1015.68,91.69,5.877,1.233
2026-04-03T14:48:55.786Z,48.569,camera:0,sports ball,0.4642,993.50,100.85,1048.91,166.17,6.303,2.341
2026-04-03T14:48:55.848Z,48.630,camera:0,sports ball,0.3238,1000.84,115.11,1056.61,184.46,5.937,2.586
2026-04-03T14:48:55.922Z,48.704,camera:0,sports ball,0.3598,1005.75,126.55,1059.45,188.75,6.619,2.713
2026-04-03T14:48:56.092Z,48.874,camera:0,sports ball,0.3526,1017.40,150.51,1074.16,211.79,6.718,3.142
2026-04-03T14:48:56.603Z,49.386,camera:0,sports ball,0.3166,1046.16,196.08,1099.61,255.11,6.975,4.024
2026-04-03T14:48:56.668Z,49.450,camera:0,sports ball,0.5038,1050.54,204.52,1103.43,261.60,7.213,4.157
2026-04-03T14:48:57.135Z,49.917,camera:0,sports ball,0.3526,1070.54,232.31,1124.17,288.85,7.282,4.818
2026-04-03T14:48:57.220Z,50.002,camera:0,sports ball,0.4066,1073.73,237.88,1128.01,291.66,7.656,4.932
2026-04-03T14:48:57.305Z,50.087,camera:0,sports ball,0.2519,1074.20,241.03,1129.75,301.43,6.817,4.968
2026-04-03T14:48:57.390Z,50.173,camera:0,sports ball,0.5505,1080.61,245.63,1130.88,299.53,7.638,5.090
2026-04-03T14:48:57.500Z,50.282,camera:0,sports ball,0.5073,1080.08,248.05,1135.08,303.11,7.477,5.150
2026-04-03T14:48:57.560Z,50.342,camera:0,sports ball,0.5793,1083.39,250.23,1137.73,306.20,7.356,5.246
2026-04-03T14:48:57.714Z,50.497,camera:0,sports ball,0.3958,1085.82,252.51,1145.26,319.73,6.125,5.407
2026-04-03T14:48:57.804Z,50.586,camera:0,sports ball,0.5433,1089.38,255.29,1144.85,318.27,6.537,5.459
2026-04-03T14:48:57.871Z,50.654,camera:0,sports ball,0.2915,1090.66,256.30,1148.59,315.94,6.903,5.540
2026-04-03T14:48:58.106Z,50.888,camera:0,sports ball,0.5145,1091.88,257.24,1150.29,313.59,7.306,5.587
2026-04-03T14:48:58.175Z,50.957,camera:0,sports ball,0.3562,1092.93,258.53,1148.64,312.02,7.698,5.577
2026-04-03T14:48:58.358Z,51.140,camera:0,sports ball,0.3382,1096.47,259.97,1151.46,313.72,7.660,5.680
2026-04-03T14:48:58.428Z,51.211,camera:0,sports ball,0.4894,1095.48,259.66,1153.16,313.87,7.595,5.692
2026-04-03T14:48:58.530Z,51.312,camera:0,sports ball,0.5613,1096.88,259.31,1156.49,311.69,7.861,5.768
2026-04-03T14:48:58.849Z,51.631,camera:0,sports ball,0.5002,1096.34,256.80,1157.93,309.99,7.742,5.783
2026-04-03T14:48:59.075Z,51.857,camera:0,sports ball,0.7017,1101.16,254.76,1157.93,309.17,7.566,5.860
2026-04-03T14:48:59.140Z,51.923,camera:0,sports ball,0.6513,1101.64,253.68,1156.43,308.22,7.548,5.844
2026-04-03T14:48:59.212Z,51.995,camera:0,sports ball,0.4966,1102.20,253.11,1155.91,310.46,7.179,5.845
2026-04-03T14:48:59.300Z,52.082,camera:0,sports ball,0.4642,1102.19,254.22,1155.91,306.88,7.819,5.845
2026-04-03T14:48:59.402Z,52.184,camera:0,sports ball,0.6513,1101.65,252.52,1155.37,304.53,7.916,5.827
2026-04-03T14:48:59.471Z,52.254,camera:0,sports ball,0.6225,1102.23,251.40,1157.36,304.80,7.710,5.869
2026-04-03T14:48:59.612Z,52.394,camera:0,sports ball,0.4894,1101.17,247.55,1155.95,302.67,7.469,5.829
2026-04-03T14:48:59.712Z,52.494,camera:0,sports ball,0.3094,1100.12,248.56,1155.96,301.93,7.716,5.812
2026-04-03T14:48:59.790Z,52.573,camera:0,sports ball,0.3094,1099.13,246.06,1155.92,298.56,7.841,5.795
2026-04-03T14:48:59.860Z,52.642,camera:0,sports ball,0.4894,1097.36,245.68,1155.40,302.64,7.228,5.758
2026-04-03T14:48:59.954Z,52.736,camera:0,sports ball,0.6765,1097.67,244.19,1154.26,304.38,6.840,5.745
2026-04-03T14:49:00.043Z,52.825,camera:0,sports ball,0.6189,1097.70,241.77,1154.83,303.54,6.665,5.755
2026-04-03T14:49:00.115Z,52.897,camera:0,sports ball,0.6765,1096.87,242.37,1154.28,298.95,7.277,5.732
2026-04-03T14:49:00.231Z,53.014,camera:0,sports ball,0.6549,1097.34,241.21,1153.73,297.24,7.349,5.731
2026-04-03T14:49:00.290Z,53.072,camera:0,sports ball,0.6945,1097.69,239.70,1153.71,296.66,7.228,5.736
2026-04-03T14:49:00.385Z,53.167,camera:0,sports ball,0.6621,1096.90,238.66,1153.17,293.79,7.468,5.715
2026-04-03T14:49:00.450Z,53.232,camera:0,sports ball,0.6009,1096.53,238.33,1153.17,291.90,7.685,5.709
2026-04-03T14:49:00.535Z,53.318,camera:0,sports ball,0.4642,1095.89,237.78,1153.16,292.10,7.579,5.698
2026-04-03T14:49:00.606Z,53.388,camera:0,sports ball,0.3670,1095.04,235.69,1151.36,293.49,7.123,5.655
2026-04-03T14:49:00.709Z,53.491,camera:0,sports ball,0.5685,1095.40,234.98,1150.24,291.82,7.244,5.643
2026-04-03T14:49:00.783Z,53.566,camera:0,sports ball,0.4894,1094.48,232.34,1149.71,291.42,6.969,5.620
2026-04-03T14:49:00.890Z,53.673,camera:0,sports ball,0.4966,1094.77,230.24,1150.23,294.84,6.374,5.633
2026-04-03T14:49:00.979Z,53.761,camera:0,sports ball,0.4066,1095.68,228.55,1149.73,289.77,6.726,5.639
2026-04-03T14:49:01.082Z,53.864,camera:0,sports ball,0.2663,1095.38,229.11,1148.63,293.17,6.427,5.617
2026-04-03T14:49:01.203Z,53.985,camera:0,sports ball,0.5433,1096.77,227.40,1148.65,290.09,6.568,5.640
2026-04-03T14:49:01.285Z,54.067,camera:0,sports ball,0.4642,1095.35,226.84,1148.63,287.38,6.801,5.616
2026-04-03T14:49:01.378Z,54.161,camera:0,sports ball,0.2555,1095.98,226.24,1148.08,283.70,7.165,5.617
2026-04-03T14:49:01.903Z,54.686,camera:0,sports ball,0.2519,1093.44,220.22,1147.08,281.63,6.704,5.560
2026-04-03T14:49:02.016Z,54.798,camera:0,sports ball,0.4390,1092.53,219.89,1147.57,283.32,6.492,5.553
2026-04-03T14:49:02.087Z,54.870,camera:0,sports ball,0.4678,1092.12,218.47,1147.56,280.55,6.632,5.547
2026-04-03T14:49:02.179Z,54.962,camera:0,sports ball,0.4030,1088.54,218.44,1147.11,280.57,6.627,5.481
2026-04-03T14:49:02.319Z,55.101,camera:0,sports ball,0.3670,1088.28,217.85,1146.58,274.88,7.219,5.469
2026-04-03T14:49:02.385Z,55.168,camera:0,sports ball,0.3886,1087.62,216.92,1144.50,275.47,7.032,5.424
2026-04-03T14:49:02.552Z,55.334,camera:0,sports ball,0.2843,1083.43,215.09,1144.40,277.93,6.551,5.355
2026-04-03T14:49:02.899Z,55.682,camera:0,sports ball,0.3988,1082.65,211.72,1143.41,270.29,7.029,5.326
2026-04-03T14:49:03.010Z,55.793,camera:0,sports ball,0.3058,1083.35,211.33,1140.11,269.54,7.073,5.284
2026-04-03T14:49:03.087Z,55.870,camera:0,sports ball,0.4354,1082.79,209.74,1140.30,269.40,6.900,5.278
2026-04-03T14:49:03.189Z,55.971,camera:0,sports ball,0.4606,1081.71,209.30,1139.34,269.94,6.789,5.245
2026-04-03T14:49:03.284Z,56.066,camera:0,sports ball,0.4606,1081.14,207.32,1137.70,270.11,6.557,5.209
2026-04-03T14:49:03.374Z,56.157,camera:0,sports ball,0.5109,1079.42,207.32,1137.47,268.13,6.771,5.178
2026-04-03T14:49:03.465Z,56.247,camera:0,sports ball,0.4678,1079.42,207.31,1136.43,269.44,6.627,5.161
2026-04-03T14:49:03.538Z,56.320,camera:0,sports ball,0.4966,1079.43,205.67,1136.39,267.34,6.677,5.161
2026-04-03T14:49:03.645Z,56.427,camera:0,sports ball,0.6189,1079.44,205.66,1134.78,265.21,6.913,5.134
2026-04-03T14:49:03.719Z,56.502,camera:0,sports ball,0.5505,1077.73,205.66,1133.87,266.87,6.726,5.092
2026-04-03T14:49:03.831Z,56.613,camera:0,sports ball,0.4534,1076.64,204.54,1133.44,274.05,5.923,5.067
2026-04-03T14:49:03.900Z,56.682,camera:0,sports ball,0.5541,1075.10,203.39,1132.44,272.35,5.971,5.026
2026-04-03T14:49:03.998Z,56.781,camera:0,sports ball,0.4714,1074.16,202.24,1131.40,266.86,6.371,4.994
2026-04-03T14:49:04.094Z,56.877,camera:0,sports ball,0.5289,1072.91,200.59,1130.88,272.83,5.699,4.966
2026-04-03T14:49:04.159Z,56.941,camera:0,sports ball,0.4822,1072.13,200.07,1129.21,272.96,5.649,4.926
2026-04-03T14:49:04.247Z,57.029,camera:0,sports ball,0.3310,1071.77,199.04,1129.22,273.39,5.538,4.920
2026-04-03T14:49:04.544Z,57.327,camera:0,sports ball,0.3706,1068.54,196.81,1126.90,259.68,6.548,4.830
2026-04-03T14:49:04.718Z,57.500,camera:0,sports ball,0.3994,1065.96,195.14,1124.64,264.71,5.918,4.752
2026-04-03T14:49:04.807Z,57.589,camera:0,sports ball,0.3706,1064.41,194.69,1124.13,262.66,6.057,4.718
2026-04-03T14:49:04.877Z,57.659,camera:0,sports ball,0.3094,1064.09,193.45,1122.64,264.47,5.797,4.689
2026-04-03T14:49:04.991Z,57.774,camera:0,sports ball,0.3850,1062.65,192.85,1122.61,257.41,6.378,4.665
2026-04-03T14:49:05.064Z,57.846,camera:0,sports ball,0.2555,1062.26,192.97,1118.09,253.48,6.804,4.585
2026-04-03T14:49:05.317Z,58.100,camera:0,sports ball,0.3382,1057.18,190.06,1112.83,263.63,5.596,4.418
2026-04-03T14:49:05.396Z,58.178,camera:0,sports ball,0.2843,1055.24,189.61,1110.69,258.34,5.990,4.351
2026-04-03T14:49:05.573Z,58.356,camera:0,sports ball,0.5181,1053.05,187.33,1108.94,260.63,5.617,4.287
2026-04-03T14:49:05.642Z,58.425,camera:0,sports ball,0.2663,1051.45,187.43,1107.38,261.53,5.556,4.236
2026-04-03T14:49:05.716Z,58.498,camera:0,sports ball,0.3598,1049.62,187.68,1106.30,249.24,6.688,4.189
2026-04-03T14:49:05.828Z,58.611,camera:0,sports ball,0.3526,1048.74,186.95,1104.60,257.59,5.829,4.147
2026-04-03T14:49:05.904Z,58.686,camera:0,sports ball,0.2735,1048.02,186.17,1104.03,259.22,5.636,4.126
2026-04-03T14:49:06.174Z,58.957,camera:0,sports ball,0.3310,1043.73,185.29,1097.58,253.39,6.046,3.951
