timestamp_utc,elapsed_s,camera,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,distance_m,angle_deg
2026-04-03T14:42:46.648Z,30.359,camera:0,sports ball,0.4705,1092.21,257.15,1152.00,324.07,6.152,5.620
2026-04-03T14:42:46.919Z,30.629,camera:0,sports ball,0.3600,1095.31,260.90,1152.64,316.69,7.380,5.680
2026-04-03T14:42:47.047Z,30.758,camera:0,sports ball,0.5989,1096.70,258.93,1156.63,313.20,7.587,5.767
2026-04-03T14:42:47.116Z,30.827,camera:0,sports ball,0.4385,1097.45,259.30,1156.59,313.93,7.537,5.779
2026-04-03T14:42:47.294Z,31.005,camera:0,sports ball,0.2994,1097.54,257.08,1156.06,308.76,7.966,5.772
2026-04-03T14:42:47.360Z,31.071,camera:0,sports ball,0.4171,1098.90,256.97,1156.63,308.14,8.045,5.803
2026-04-03T14:42:48.223Z,31.933,camera:0,sports ball,0.3672,1098.87,245.13,1158.43,307.50,6.601,5.832
2026-04-03T14:42:53.155Z,36.866,camera:0,sports ball,0.4955,1057.78,191.23,1115.29,252.23,6.750,4.467
2026-04-03T14:42:53.223Z,36.934,camera:0,sports ball,0.4420,1057.77,190.01,1114.37,257.80,6.074,4.452
2026-04-03T14:42:53.744Z,37.455,camera:0,sports ball,0.3137,1049.43,187.31,1106.97,260.53,5.623,4.196
2026-04-03T14:42:55.930Z,39.641,camera:0,sports ball,0.3386,1006.68,179.41,1067.27,253.20,5.579,2.855
2026-04-03T14:42:55.991Z,39.702,camera:0,sports ball,0.6309,1006.15,180.62,1064.70,241.36,6.778,2.805
2026-04-03T14:42:56.066Z,39.777,camera:0,sports ball,0.2567,1003.88,180.00,1064.77,247.80,6.073,2.769
2026-04-03T14:42:56.406Z,40.116,camera:0,sports ball,0.2602,997.49,180.00,1062.52,253.90,5.571,2.628
2026-04-03T14:42:56.470Z,40.181,camera:0,sports ball,0.3707,996.56,180.02,1058.43,251.37,5.771,2.546
2026-04-03T14:42:56.546Z,40.257,camera:0,sports ball,0.3529,995.68,181.72,1058.42,253.88,5.706,2.532
2026-04-03T14:42:56.611Z,40.322,camera:0,sports ball,0.3351,995.36,181.80,1056.01,255.05,5.621,2.487
2026-04-03T14:42:56.716Z,40.427,camera:0,sports ball,0.6309,994.87,181.83,1053.09,254.99,5.628,2.432
2026-04-03T14:42:56.798Z,40.509,camera:0,sports ball,0.6274,993.40,182.96,1051.47,252.67,5.907,2.381
2026-04-03T14:42:56.889Z,40.600,camera:0,sports ball,0.5418,992.27,184.06,1052.54,255.55,5.759,2.380
2026-04-03T14:42:56.986Z,40.697,camera:0,sports ball,0.5668,992.58,185.09,1050.96,254.98,5.891,2.360
2026-04-03T14:42:57.116Z,40.827,camera:0,sports ball,0.3636,988.51,187.26,1049.94,254.40,6.132,2.277
2026-04-03T14:42:59.057Z,42.767,camera:0,sports ball,0.2994,976.25,203.44,1038.22,276.08,5.668,1.886
2026-04-03T14:42:59.138Z,42.849,camera:0,sports ball,0.3921,976.31,206.96,1038.17,276.63,5.910,1.886
2026-04-03T14:43:00.322Z,44.033,camera:0,sports ball,0.2745,968.88,222.46,1029.10,289.27,6.163,1.616
2026-04-03T14:43:00.627Z,44.338,camera:0,sports ball,0.3279,967.95,227.98,1029.14,293.08,6.324,1.602
