timestamp_utc,elapsed_s,camera,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,distance_m,angle_deg
2026-04-03T13:46:23.022Z,1.639,pi:0,duck,0.5219,840.43,453.59,937.10,567.55,2.202,-1.982
2026-04-03T13:46:23.076Z,1.693,pi:0,duck,0.5328,840.28,453.61,936.98,568.16,2.191,-1.987
2026-04-03T13:46:23.108Z,1.725,pi:0,duck,0.4233,840.43,452.67,936.50,567.47,2.186,-1.992
2026-04-03T13:46:23.140Z,1.757,pi:0,duck,0.5292,840.00,453.56,936.92,568.14,2.190,-1.992
2026-04-03T13:46:23.195Z,1.812,pi:0,duck,0.4963,840.40,452.70,936.72,567.52,2.186,-1.989
2026-04-03T13:46:23.245Z,1.862,pi:0,duck,0.4379,840.60,451.75,936.28,568.14,2.156,-1.993
2026-04-03T13:46:23.301Z,1.918,pi:0,duck,0.5146,840.43,452.73,936.50,567.86,2.180,-1.992
2026-04-03T13:46:23.345Z,1.962,pi:0,duck,0.4598,840.43,452.64,936.92,568.16,2.173,-1.985
2026-04-03T13:46:23.444Z,2.061,pi:0,duck,0.4817,840.40,451.82,937.10,567.81,2.164,-1.983
2026-04-03T13:46:23.527Z,2.144,pi:0,duck,0.5474,840.28,453.56,936.47,567.86,2.196,-1.995
2026-04-03T13:46:23.627Z,2.244,pi:0,duck,0.4890,840.56,452.64,936.47,568.46,2.167,-1.991
2026-04-03T13:46:23.719Z,2.336,pi:0,duck,0.4890,840.56,452.73,936.72,567.81,2.181,-1.986
2026-04-03T13:46:23.809Z,2.426,pi:0,duck,0.4343,840.43,451.79,936.28,568.52,2.150,-1.996
2026-04-03T13:46:23.856Z,2.473,pi:0,duck,0.4015,840.67,452.61,936.77,567.81,2.179,-1.984
2026-04-03T13:46:23.911Z,2.528,pi:0,duck,0.5036,840.95,451.76,936.47,567.83,2.162,-1.984
2026-04-03T13:46:23.964Z,2.581,pi:0,duck,0.3978,840.43,451.71,936.72,567.78,2.162,-1.988
2026-04-03T13:46:24.028Z,2.645,pi:0,duck,0.4525,840.60,451.75,936.72,568.14,2.156,-1.986
2026-04-03T13:46:24.075Z,2.692,pi:0,duck,0.4708,840.43,452.64,936.91,567.86,2.178,-1.985
2026-04-03T13:46:24.125Z,2.742,pi:0,duck,0.5219,840.67,453.59,936.98,567.83,2.197,-1.980
2026-04-03T13:46:24.216Z,2.833,pi:0,duck,0.4817,840.67,452.61,936.92,567.47,2.185,-1.981
2026-04-03T13:46:24.278Z,2.895,pi:0,duck,0.4963,840.78,453.57,937.18,567.83,2.196,-1.975
2026-04-03T13:46:24.330Z,2.947,pi:0,duck,0.4087,840.88,452.67,936.78,567.47,2.186,-1.980
2026-04-03T13:46:24.395Z,3.012,pi:0,duck,0.4854,840.67,452.67,936.92,568.11,2.174,-1.981
2026-04-03T13:46:24.438Z,3.055,pi:0,duck,0.4051,841.05,452.60,936.72,567.47,2.185,-1.978
2026-04-03T13:46:24.499Z,3.116,pi:0,duck,0.3942,840.67,450.80,936.99,568.08,2.140,-1.980
2026-04-03T13:46:24.547Z,3.164,pi:0,duck,0.4562,840.84,451.76,936.99,567.47,2.169,-1.977
2026-04-03T13:46:24.647Z,3.264,pi:0,duck,0.3869,840.95,451.69,936.73,567.47,2.168,-1.980
2026-04-03T13:46:24.694Z,3.311,pi:0,duck,0.4379,840.84,452.70,936.77,567.81,2.180,-1.981
2026-04-03T13:46:24.763Z,3.381,pi:0,duck,0.4817,840.78,452.65,936.27,567.78,2.180,-1.990
2026-04-03T13:46:24.855Z,3.472,pi:0,duck,0.4015,840.43,453.59,937.10,568.14,2.191,-1.982
2026-04-03T13:46:24.906Z,3.523,pi:0,duck,0.5146,840.67,454.45,936.72,567.83,2.213,-1.985
2026-04-03T13:46:24.954Z,3.571,pi:0,duck,0.5328,840.56,452.70,936.91,567.81,2.180,-1.983
2026-04-03T13:46:25.040Z,3.657,pi:0,duck,0.4452,840.56,451.79,936.72,567.50,2.169,-1.986
2026-04-03T13:46:25.093Z,3.710,pi:0,duck,0.5401,840.52,453.59,936.92,567.81,2.197,-1.984
2026-04-03T13:46:25.155Z,3.773,pi:0,duck,0.4598,840.40,453.56,936.92,567.81,2.197,-1.986
2026-04-03T13:46:25.244Z,3.861,pi:0,duck,0.4379,840.56,452.70,937.10,567.81,2.180,-1.980
2026-04-03T13:46:25.283Z,3.900,pi:0,duck,0.3613,840.56,451.72,936.55,568.11,2.156,-1.989
2026-04-03T13:46:25.348Z,3.965,pi:0,duck,0.3540,840.40,451.76,936.72,567.75,2.164,-1.989
2026-04-03T13:46:25.394Z,4.011,pi:0,duck,0.4306,840.52,451.77,936.92,567.52,2.168,-1.984
2026-04-03T13:46:25.441Z,4.058,pi:0,duck,0.4452,840.88,452.71,936.99,567.18,2.192,-1.977
2026-04-03T13:46:25.531Z,4.149,pi:0,duck,0.4671,840.62,453.64,936.99,566.94,2.215,-1.981
2026-04-03T13:46:25.618Z,4.235,pi:0,duck,0.5292,840.62,454.46,936.54,566.94,2.231,-1.988
2026-04-03T13:46:25.678Z,4.295,pi:0,duck,0.5146,840.28,453.60,936.55,566.94,2.214,-1.994
2026-04-03T13:46:25.746Z,4.364,pi:0,duck,0.4817,840.72,453.62,936.55,566.92,2.215,-1.987
2026-04-03T13:46:25.877Z,4.494,pi:0,duck,0.5146,840.67,453.61,936.55,567.21,2.209,-1.987
2026-04-03T13:46:25.930Z,4.547,pi:0,duck,0.4854,840.00,453.66,936.50,567.24,2.210,-1.999
2026-04-03T13:46:25.995Z,4.613,pi:0,duck,0.5073,840.13,454.52,936.02,567.55,2.220,-2.005
2026-04-03T13:46:26.084Z,4.701,pi:0,duck,0.5073,840.28,454.52,936.99,567.52,2.221,-1.987
2026-04-03T13:46:26.143Z,4.760,pi:0,duck,0.5073,840.28,453.67,936.72,567.52,2.204,-1.991
2026-04-03T13:46:26.198Z,4.816,pi:0,duck,0.5182,840.37,454.52,936.77,567.52,2.221,-1.989
2026-04-03T13:46:26.236Z,4.853,pi:0,duck,0.5255,840.28,453.64,936.72,567.83,2.198,-1.991
2026-04-03T13:46:26.319Z,4.936,pi:0,duck,0.5109,840.40,454.44,936.50,567.81,2.214,-1.993
2026-04-03T13:46:26.390Z,5.007,pi:0,duck,0.5219,839.84,454.48,936.77,567.50,2.221,-1.997
2026-04-03T13:46:26.443Z,5.060,pi:0,duck,0.5182,840.52,453.68,936.98,567.81,2.199,-1.983
2026-04-03T13:46:26.502Z,5.119,pi:0,duck,0.5000,840.40,453.66,936.50,567.21,2.210,-1.993
2026-04-03T13:46:26.550Z,5.167,pi:0,duck,0.4890,840.28,454.50,936.77,567.80,2.215,-1.990
2026-04-03T13:46:26.598Z,5.215,pi:0,duck,0.4598,840.56,453.64,937.18,567.50,2.204,-1.979
2026-04-03T13:46:26.654Z,5.271,pi:0,duck,0.5182,840.28,454.49,936.98,567.83,2.214,-1.987
2026-04-03T13:46:26.760Z,5.378,pi:0,duck,0.4671,840.52,453.63,937.06,566.94,2.215,-1.981
2026-04-03T13:46:26.815Z,5.432,pi:0,duck,0.5036,840.40,454.46,936.77,567.47,2.221,-1.988
2026-04-03T13:46:26.867Z,5.484,pi:0,duck,0.5073,839.86,453.62,936.72,567.21,2.209,-1.998
2026-04-03T13:46:26.976Z,5.593,pi:0,duck,0.4927,840.72,453.59,936.72,567.21,2.209,-1.984
2026-04-03T13:46:27.026Z,5.643,pi:0,duck,0.5255,840.78,453.66,937.18,567.83,2.198,-1.975
2026-04-03T13:46:27.086Z,5.703,pi:0,duck,0.5182,840.56,453.59,936.92,567.52,2.203,-1.983
2026-04-03T13:46:27.194Z,5.811,pi:0,duck,0.4927,840.67,453.59,937.10,567.81,2.197,-1.978
2026-04-03T13:46:27.243Z,5.860,pi:0,duck,0.4635,840.40,453.59,936.72,567.47,2.204,-1.989
2026-04-03T13:46:27.294Z,5.911,pi:0,duck,0.4927,840.56,453.59,936.47,567.50,2.203,-1.991
2026-04-03T13:46:27.342Z,5.959,pi:0,duck,0.4379,840.28,454.47,936.92,567.50,2.220,-1.988
2026-04-03T13:46:27.416Z,6.033,pi:0,duck,0.5036,840.67,452.65,936.72,567.81,2.179,-1.985
2026-04-03T13:46:27.498Z,6.115,pi:0,duck,0.4708,840.40,452.71,937.10,567.50,2.186,-1.983
2026-04-03T13:46:27.570Z,6.188,pi:0,duck,0.5292,840.14,453.59,936.66,567.52,2.203,-1.994
2026-04-03T13:46:27.642Z,6.260,pi:0,duck,0.5365,840.56,453.59,937.10,567.81,2.197,-1.980
2026-04-03T13:46:27.771Z,6.388,pi:0,duck,0.5255,840.40,453.59,936.92,567.81,2.197,-1.986
2026-04-03T13:46:27.858Z,6.475,pi:0,duck,0.4708,840.43,451.82,937.10,567.81,2.164,-1.982
2026-04-03T13:46:27.897Z,6.514,pi:0,duck,0.5073,840.67,453.59,936.99,567.83,2.197,-1.980
2026-04-03T13:46:27.998Z,6.615,pi:0,duck,0.5036,840.56,453.57,937.27,567.52,2.202,-1.977
2026-04-03T13:46:28.039Z,6.657,pi:0,duck,0.4671,840.28,453.59,937.10,567.83,2.197,-1.985
2026-04-03T13:46:28.099Z,6.716,pi:0,duck,0.4927,840.43,453.56,937.10,568.14,2.190,-1.982
2026-04-03T13:46:28.191Z,6.808,pi:0,duck,0.4671,840.30,453.59,936.92,568.19,2.190,-1.987
2026-04-03T13:46:28.248Z,6.866,pi:0,duck,0.4160,840.30,453.56,937.27,567.81,2.197,-1.982
2026-04-03T13:46:28.329Z,6.946,pi:0,duck,0.4781,840.15,453.59,936.47,568.16,2.190,-1.997
