timestamp_utc,elapsed_s,camera,label,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,distance_m,angle_deg
2026-04-03T14:38:40.647Z,0.848,camera:0,duck,0.3227,1153.09,213.46,1258.83,318.68,3.913,8.318
2026-04-03T14:38:40.753Z,0.954,camera:0,duck,0.4070,1152.50,213.15,1253.70,310.43,4.233,8.227
2026-04-03T14:38:40.875Z,1.076,camera:0,duck,0.4448,1151.53,212.91,1254.12,310.58,4.215,8.218
2026-04-03T14:38:40.982Z,1.183,camera:0,duck,0.5233,1152.09,213.16,1252.85,313.20,4.115,8.206
2026-04-03T14:38:41.055Z,1.256,camera:0,duck,0.5640,1152.01,214.01,1251.95,312.17,4.195,8.191
2026-04-03T14:38:41.170Z,1.371,camera:0,duck,0.5547,1150.94,217.58,1259.34,312.84,4.322,8.292
2026-04-03T14:38:41.234Z,1.434,camera:0,duck,0.6569,1148.94,218.24,1261.56,318.14,4.121,8.295
2026-04-03T14:38:41.301Z,1.502,camera:0,duck,0.6949,1152.08,215.61,1248.72,323.54,3.815,8.140
2026-04-03T14:38:41.378Z,1.579,camera:0,duck,0.6716,1152.08,216.64,1247.17,319.55,4.001,8.115
2026-04-03T14:38:41.477Z,1.677,camera:0,duck,0.6934,1146.96,219.56,1253.98,316.07,4.266,8.142
2026-04-03T14:38:41.542Z,1.743,camera:0,duck,0.7445,1145.98,221.18,1252.03,316.03,4.341,8.095
2026-04-03T14:38:41.608Z,1.809,camera:0,duck,0.7414,1151.56,219.63,1245.58,321.09,4.058,8.081
2026-04-03T14:38:41.676Z,1.876,camera:0,duck,0.7007,1147.28,223.84,1245.25,319.02,4.326,8.008
2026-04-03T14:38:41.750Z,1.951,camera:0,duck,0.7414,1145.33,223.84,1245.25,322.51,4.173,7.977
2026-04-03T14:38:41.811Z,2.012,camera:0,duck,0.7414,1145.21,228.03,1245.32,323.09,4.331,7.976
2026-04-03T14:38:41.887Z,2.088,camera:0,duck,0.6832,1146.48,228.56,1245.72,328.73,4.110,8.002
2026-04-03T14:38:41.942Z,2.142,camera:0,duck,0.7414,1146.09,230.99,1244.76,329.29,4.189,7.981
2026-04-03T14:38:42.009Z,2.210,camera:0,duck,0.7036,1147.38,233.71,1244.75,341.20,3.830,8.001
2026-04-03T14:38:42.068Z,2.269,camera:0,duck,0.7036,1147.83,238.27,1245.13,352.34,3.609,8.015
2026-04-03T14:38:42.140Z,2.341,camera:0,duck,0.6920,1147.39,239.45,1244.65,350.46,3.709,8.000
2026-04-03T14:38:42.202Z,2.403,camera:0,duck,0.6716,1147.35,241.17,1245.49,350.26,3.774,8.013
2026-04-03T14:38:42.274Z,2.475,camera:0,duck,0.7065,1146.43,240.71,1245.04,349.83,3.773,7.991
2026-04-03T14:38:42.373Z,2.574,camera:0,duck,0.6920,1146.93,240.26,1242.24,352.40,3.671,7.954
2026-04-03T14:38:42.442Z,2.643,camera:0,duck,0.7036,1146.39,241.97,1239.16,354.65,3.654,7.896
2026-04-03T14:38:42.510Z,2.711,camera:0,duck,0.7210,1141.58,242.40,1235.22,354.10,3.686,7.756
2026-04-03T14:38:42.572Z,2.773,camera:0,duck,0.6484,1130.85,241.20,1233.09,355.87,3.591,7.549
2026-04-03T14:38:42.641Z,2.842,camera:0,duck,0.6338,1130.66,242.46,1229.71,353.37,3.712,7.492
2026-04-03T14:38:42.708Z,2.908,camera:0,duck,0.5815,1129.58,242.76,1230.35,349.81,3.846,7.485
2026-04-03T14:38:42.775Z,2.976,camera:0,duck,0.6629,1129.06,240.85,1227.72,349.67,3.783,7.434
2026-04-03T14:38:42.834Z,3.035,camera:0,duck,0.7152,1128.58,241.45,1224.69,348.66,3.840,7.378
2026-04-03T14:38:42.924Z,3.125,camera:0,duck,0.7210,1127.07,241.51,1223.67,347.48,3.886,7.337
2026-04-03T14:38:43.020Z,3.220,camera:0,duck,0.7414,1126.08,241.47,1223.14,342.74,4.065,7.313
